Var1,Node_contributions
x25358_2_0,16.1325330043318
x25359_2_0,17.1331409153105
x25360_2_0,46.3743945190644
x25361_2_0,48.4700160003163
x25362_2_0,45.9575724031499
x25363_2_0,37.1514154204804
x25364_2_0,47.7236762718303
x25365_2_0,39.9210880051192
x25366_2_0,61.4001810426024
x25367_2_0,62.2846000613643
x25368_2_0,65.1543392079868
x25369_2_0,50.4163606718657
x25370_2_0,49.7007602840733
x25371_2_0,46.153462730063
x25372_2_0,49.9371701030386
x25373_2_0,47.5324870430201
x25374_2_0,44.2392898511557
x25375_2_0,35.4698220895095
x25376_2_0,65.6587910972782
x25377_2_0,63.6566467031889
x25378_2_0,58.5381985918582
x25379_2_0,51.9442837977217
x25380_2_0,43.4591461739959
x25381_2_0,37.4923070699858
x25382_2_0,30.4782326888466
x25383_2_0,32.924404922709
x25384_2_0,60.6140587772057
x25385_2_0,46.5352794392068
x25386_2_0,68.5386814554416
x25387_2_0,59.4420392311099
x25388_2_0,34.5850303540725
x25389_2_0,44.4758193313385
x25390_2_0,24.4780261995998
x25391_2_0,23.8152095060685
x25392_2_0,10.862132770687
x25393_2_0,7.97944642751063
x25394_2_0_1,17.396353507461
x25395_2_0,26.9278391614232
x25396_2_0,14.8041813048273
x25397_2_0,42.0934007445724
x25398_2_0,10.7526777771054
x25399_2_0,8.382438461707
x25400_2_0,12.6021076718092
x25401_2_0,17.9659238007116
x25402_2_0,8.18194333315596
x25403_2_0,3.65004320759584
x25404_2_0,13.9658036175647
x25408_2_0,14.7425473523524
x25409_2_0,13.4013003584548
x25410_2_0,24.5885641444535
x25411_2_0,19.9914033301136
x25412_2_0,12.855704482856
x25413_2_0,8.54805780041092
x25414_2_0,12.1472324510085
x25415_2_0,14.2292926376862
x25416_2_0,34.5183315698156
x25417_2_0,30.0025576241131
x25418_2_0,31.7449548633466
x25419_2_0,24.4004080667272
x25420_2_0,21.6326550624501
x25421_2_0,16.9599462282875
x25422_2_0,12.4989477565027
x25423_2_0,10.1441279073306
x25424_2_0,8.66716210482747
x25425_2_0,6.66530043609909
x25426_2_0,22.9048669174573
x25427_2_0,18.6250277691709
x25428_2_0,9.6319635424114
x25429_2_0,7.44597713907855
x25430_2_0,16.1663715298636
x25431_2_0,11.8726203002877
x25432_2_0,7.52516923393505
x25433_2_0,4.6621899574661
x25434_2_0,8.85950577516617
x25435_2_0,4.63846062182423
x25436_2_0,6.52068816930366
x25437_2_0,5.26997237487966
x25438_2_0,2.7965542689493
x25439_2_0,7.52020299993394
x25440_2_0,3.49645418675244
x25441_2_0,11.825932609236
x25442_2_0,26.3842398653078
x25443_2_0,28.391094512673
x25444_2_0,18.1180539926023
x25445_2_0,33.096355810052
x25446_2_0,8.42469719059579
x25447_2_0,4.12861095898179
x25448_2_0,6.96860732486204
x25449_2_0,9.68394649728655
x25450_2_0,12.7496337173389
x25451_2_0,12.9252869552526
x25452_2_0,11.2844687054558
x25453_2_0,10.1354582711217
x25454_2_0,10.1037432001142
x25455_2_0,7.33480294475015
x25456_2_0,26.7354886673276
x25457_2_0,27.564782569046
x25458_2_0,26.0729222981272
x25459_2_0,10.6607664068039
x25460_2_0,20.4016308947537
x25461_2_0,9.81166326850281
x25462_2_0,30.2057202934655
x25463_2_0,32.5258324206161
x25464_2_0,38.4588883038027
x25465_2_0,32.7634226035821
x25466_2_0,24.1755436318364
x25467_2_0,22.6469466318448
x25468_2_0,17.9170179390126
x25469_2_0,13.4486461715117
x25470_2_0,5.07451851754659
x25471_2_0,3.65938942885892
x25472_2_0,49.6468752267808
x25473_2_0,40.2782765706087
x25474_2_0,15.1751185950792
x25475_2_0,16.0081354992678
x25476_2_0,9.4477197424606
x25477_2_0,11.5674579252521
x25478_2_0,29.1220582862174
x25479_2_0,20.9167488264895
x25480_2_0,32.6881805930817
x25481_2_0,25.3715820760105
x25482_2_0,30.9019840039848
x25483_2_0,55.5622107238513
x25484_2_0,5.32536097084439
x25485_2_0,1.94977308879226
x25486_2_0,17.9486005419324
x25487_2_0,9.17448196883023
x25488_2_0,29.5480961498228
x25489_2_0,28.1408801029713
x25490_2_0,48.969829400026
x25491_2_0,51.3722471751577
x25492_2_0,20.6212305046607
x25493_2_0,13.3075309982065
x25494_2_0_1,8.16943128651891
x25495_2_0,5.77149373323902
x25496_2_0,22.0571774344638
x25497_2_0,30.2146074790227
x25498_2_0,26.182510023849
x25499_2_0,50.1563408172556
x25500_2_0,38.6489457934018
x25501_2_0,48.8956449876207
x25502_2_0,33.3663116142848
x25503_2_0,44.4019046130885
x25504_2_0,7.81479218828859
x25505_2_0,6.2867431562036
x25506_2_0,10.0807718391177
x25507_2_0,36.3674674102688
x25508_2_0,31.622176852173
x25509_2_0,48.0701166496873
x25510_2_0,54.2509227939655
x25511_2_0,46.7933178514096
x25512_2_0,39.7702217496651
x25513_2_0,30.9065758801941
x25514_2_0,38.7993574576796
x25515_2_0,20.3283011383949
x25516_2_0,26.3619248212369
x25517_2_0,70.511051010725
x25518_2_0,64.9334781549081
x25519_2_0,30.5430247508595
x25520_2_0,28.7419686612142
x25521_2_0,8.1628538213465
x25522_2_0,10.8052718921812
x25523_2_0,19.4432763454283
x25524_2_0,41.9164856732648
x25525_2_0,12.2612932694182
x25526_2_0,57.5093100156469
x25527_2_0,60.4687245352164
x25528_2_0,67.9540016083781
x25529_2_0,50.5711301034804
x25530_2_0,65.4914226235066
x25531_2_0,9.48924806157919
x25532_2_0,6.22604277588393
x25533_2_0,4.00428108328202
x25534_2_0,29.5172197160822
x25535_2_0,48.1596107926991
x25536_2_0,71.4042420949209
x25537_2_0,73.2675623832507
x25538_2_0,68.1704997452764
x25539_2_0,76.6010092917263
x25540_2_0,47.5490494432963
x25541_2_0,47.4815387166746
x25542_2_0,7.20950473456457
x25543_2_0,1.83646810860008
x25544_2_0,8.30359778548692
x25545_2_0,9.13735892857178
x25546_2_0,18.3145196566417
x25547_2_0,18.4516536339066
x25548_2_0,1.68675765988052
x25549_2_0,2.53354347244394
x25550_2_0,6.36314216682229
x25551_2_0,9.57163791791234
x25552_2_0,9.55476136201645
x25553_2_0,7.54328718248679
x25554_2_0,11.9272906433168
x25555_2_0,14.9216322560662
x25556_2_0,5.46488690349731
x25557_2_0,14.8239428655699
x25558_2_0,9.8234059460266
x25559_2_0,3.18539548288224
x25560_2_0,3.72952873883965
x25561_2_0,11.442452448747
x25562_2_0,8.48521313198135
x25563_2_0,7.31270756629307
x25564_2_0,8.333479626181
x25565_2_0,24.7825244750475
x25566_2_0,22.9591568048646
x25567_2_0,6.57859836721503
x25568_2_0,14.0195445568474
x25569_2_0,11.0334583246634
x25570_2_0,19.7051233327855
x25571_2_0,62.1572852574509
x25572_2_0,52.3017206323907
x25573_2_0,7.92130515740797
x25574_2_0,11.2827071942601
x25575_2_0,7.04796545116518
x25576_2_0,11.5319736619963
x25577_2_0,13.2486314060801
x25578_2_0,27.2171947445998
x25579_2_0,7.76992594359563
x25580_2_0,36.5769957863425
x25581_2_0,34.7382332707054
x25582_2_0,39.5225301863402
x25583_2_0,34.0770349491042
x25584_2_0,40.6102083217269
x25585_2_0,10.242892434046
x25586_2_0,5.94379646222676
x25587_2_0,3.41728173294305
x25588_2_0,20.4032267834399
x25589_2_0,32.0380720301682
x25590_2_0,55.9956086943497
x25591_2_0,57.8580538554836
x25592_2_0,63.2618571871797
x25593_2_0,70.9465552256853
x25594_2_0_1,32.6938796573521
x25595_2_0,29.0086258674913
x25596_2_0,21.758714235886
x25597_2_0,25.9288732114604
x25598_2_0,71.5934552785875
x25599_2_0,68.9750619986754
x25600_2_0,37.1907619132742
x25601_2_0,30.4239996996875
x25602_2_0,8.35291972808282
x25603_2_0,9.84588507207646
x25604_2_0,23.09283957556
x25605_2_0,34.8836123870898
x25606_2_0,14.5695510041609
x25607_2_0,57.2276949780055
x25608_2_0,59.6565411696795
x25609_2_0,72.4125300975102
x25610_2_0,52.7086645758493
x25611_2_0,66.3236833554861
x25612_2_0,6.60615151522361
x25613_2_0,7.53237210536778
x25614_2_0,4.74349970418973
x25615_2_0,33.9747098496512
x25616_2_0,51.8783019062726
x25617_2_0,71.3658684949466
x25618_2_0,75.157511567653
x25619_2_0,61.3044586824677
x25620_2_0,66.8180404422906
x25621_2_0,45.8861895765019
x25622_2_0,51.2878713090067
x25623_2_0,26.9717351451741
x25624_2_0,25.7172311918918
x25625_2_0,68.3840811236005
x25626_2_0,65.2348071058974
x25627_2_0,34.4441668558818
x25628_2_0,26.7007932825699
x25629_2_0,8.61361113919924
x25630_2_0,9.38888653370386
x25631_2_0,27.205742541869
x25632_2_0,40.6205532647257
x25633_2_0,17.0140200521633
x25634_2_0,62.4557737005349
x25636_2_0,66.7582926327678
x25637_2_0,53.660540191306
x25638_2_0,61.2030220601625
x25639_2_0,8.97831419737351
x25640_2_0,8.17750808554888
x25641_2_0,5.12782274446765
x25642_2_0,30.4771201504112
x25643_2_0,52.1041892964389
x25644_2_0,66.3583050321122
x25645_2_0,70.2278286240217
x25646_2_0,63.6398227844841
x25647_2_0,69.5310811607591
x25648_2_0,47.0662094379002
x25649_2_0,44.6643686672263
x25650_2_0,48.0026364691261
x25651_2_0,45.7888716419437
x25652_2_0,56.5112006810902
x25653_2_0,56.5414092243737
x25654_2_0,29.5446781036137
x25655_2_0,27.037321745716
x25656_2_0,29.2378446565982
x25657_2_0,29.379121106291
x25658_2_0,31.3983006497487
x25659_2_0,38.8565509802287
x25660_2_0,41.5224126852703
x25661_2_0,45.4823430832821
x25662_2_0,48.9760322965782
x25663_2_0,53.7143647741448
x25664_2_0,45.8915340858211
x25665_2_0,51.7319759671486
x25666_2_0,23.7148448563737
x25667_2_0,26.6955788948644
x25668_2_0,24.3497636394237
x25669_2_0,48.7990095527814
x25670_2_0,38.2280348294704
x25671_2_0,51.2940804809797
x25672_2_0,56.6929331651053
x25673_2_0,52.5889516883373
x25674_2_0,51.3865997325975
x25675_2_0,48.8376487623598
x25676_2_0,45.9589338247859
x25677_2_0,10.5993440843477
x25678_2_0,8.84391252427379
x25679_2_0,15.4434992475502
x25680_2_0,13.8786681926611
x25681_2_0,5.58650974226848
x25682_2_0,7.18304580192101
x25683_2_0,6.49479720671811
x25684_2_0,3.24611025334549
x25685_2_0,17.3018070831264
x25686_2_0,23.9559674217972
x25687_2_0,10.8060179493239
x25688_2_0,13.461402348861
x25689_2_0,3.76494570334095
x25690_2_0,6.03807079745047
x25691_2_0,7.78778589106122
x25692_2_0,5.53178475188248
x25693_2_0,10.5107089705595
x25694_2_0_1,5.81798201622292
x25695_2_0,2.1579492135092
x25696_2_0,5.02201454058951
x25697_2_0,8.22565076847629
x25698_2_0,13.8622376723673
x25699_2_0,20.8899396917413
x25700_2_0,37.9881413534678
x25701_2_0,41.8296829140928
x25702_2_0,5.02768043477471
x25703_2_0,7.1758815994916
x25704_2_0,7.2315875048399
x25705_2_0,7.0060277282992
x25706_2_0,45.7405474105925
x25707_2_0,38.9832275818031
x25708_2_0,15.0422842430784
x25709_2_0,13.1320037423007
x25710_2_0,5.53642915593597
x25711_2_0,9.06033138320292
x25712_2_0,12.5532238235936
x25713_2_0,22.4683493291277
x25714_2_0,4.53957458283746
x25715_2_0,13.9858843364808
x25716_2_0,24.3652947390268
x25717_2_0,26.0677805120047
x25718_2_0,14.4723656639851
x25719_2_0,25.1036264521835
x25720_2_0,9.49736152898351
x25721_2_0,6.11109196841217
x25722_2_0,3.08673350551725
x25723_2_0,13.0631813550708
x25724_2_0,26.2091358966566
x25725_2_0,33.575695844847
x25726_2_0,35.8543789643667
x25727_2_0,36.9835245910273
x25728_2_0,41.5853947238677
x25729_2_0,15.8638638541748
x25730_2_0,13.9258064141734
x25731_2_0,27.2018218401289
x25732_2_0,24.1292266662514
x25733_2_0,40.7448117827399
x25734_2_0,1.23096648151728
x25735_2_0,1.56054666248595
x25736_2_0,24.4110305983955
x25738_2_0,7.45580522268699
x25781_2_0,49.7537056833811
x25782_2_0,31.6937362122831
x25783_2_0,25.3999287510092
x25784_2_0,28.9635333139134
x25785_2_0,30.6146520656771
x25786_2_0,22.3510843790888
x25787_2_0,23.8780095635852
x25788_2_0,15.8525888894466
x25789_2_0,17.647183094314
x25790_2_0,7.38263407975705
x25791_2_0,7.39032432525751
x25792_2_0,5.00409568143123
x25793_2_0,17.0102251859252
x25794_2_0_1,29.660079082494
x25795_2_0,24.6760834498525
x25796_2_0,21.866105950047
x25797_2_0,19.5127550009109
x25798_2_0,12.4091716184826
x25799_2_0,8.16109359201982
x25800_2_0,13.347633978594
x25801_2_0,21.4941531031043
x25802_2_0,11.9811418587325
x25803_2_0,12.9516319916914
x25804_2_0,15.6871056305292
x25805_2_0,24.3135835596086
x25806_2_0,7.31269381723559
x25807_2_0,8.26280743443953
x25808_2_0,10.2887704735356
x25809_2_0,10.9003708021802
x25810_2_0,14.5841304532399
x25811_2_0,13.9356371298443
x25812_2_0,7.25934085755856
x25813_2_0,19.0421598056721
x25814_2_0,16.8597264017355
x25815_2_0,13.5347349391509
x25816_2_0,14.5761964266359
x25817_2_0,12.0388703902495
x25818_2_0,7.47058398219899
x25819_2_0,5.93502009966559
x25820_2_0,3.37507188309203
x25821_2_0,13.0177199083622
x25822_2_0,7.17172173455483
x25823_2_0,11.8655951975205
x25824_2_0,24.7314518753852
x25825_2_0,21.2126237222389
x25826_2_0,14.0353149411805
x25827_2_0,23.2635201024888
x25828_2_0,15.0195535551867
x25829_2_0,25.6063772639481
x25830_2_0,7.45966412414561
x25831_2_0,9.70355901238462
x25832_2_0,13.674281434468
x25833_2_0,14.2218677465588
x25834_2_0,28.3130251168638
x25835_2_0,22.5314548342189
x25836_2_0,19.2465762585523
x25837_2_0,26.2242550844098
x25838_2_0,29.547929522334
x25839_2_0,21.4071858687309
x25840_2_0,32.8290795085903
x25841_2_0,28.4449074560964
x25842_2_0,32.5389339119123
x25843_2_0,38.1810418198896
x25844_2_0,18.3421044877772
x25845_2_0,27.3223921429368
x25846_2_0,31.8036324881312
x25847_2_0,30.0060896524291
x25848_2_0,22.8051846006185
x25849_2_0,22.5534172010586
x25850_2_0,21.1472557993457
x25851_2_0,12.835272734455
x25852_2_0,30.0354457904442
x25853_2_0,27.9010752311381
x25854_2_0,19.5060080009033
x25855_2_0,22.308773106077
x25856_2_0,25.8552366571504
x25857_2_0,24.343731942468
x25858_2_0,26.2901076802961
x25859_2_0,33.2988960977253
x25860_2_0,25.1362329687702
x25861_2_0,34.5979578739394
x25862_2_0,19.7814587711935
x25863_2_0,19.8707283041857
x25864_2_0,20.2393569632717
x25865_2_0,24.128050542228
x25866_2_0,14.9887936653709
x25867_2_0,19.5869539795455
x25868_2_0,18.9185344418312
x25869_2_0,25.7039215765628
x25870_2_0,17.5902326483336
x25871_2_0,23.0565421724395
x25872_2_0,19.3656078165729
x25873_2_0,24.3371168851996
x25874_2_0,24.7117992667306
x25875_2_0,22.394548085164
x25876_2_0,28.2499301967476
x25877_2_0,29.1882385200183
x25878_2_0,14.8833093437712
x25879_2_0,19.6492460340686
x25880_2_0,28.1331989290175
x25881_2_0,28.8356465500771
x25882_2_0,15.0291043470314
x25883_2_0,11.1279483322732
x25884_2_0,31.3960410278113
x25885_2_0,35.6320872356127
x25886_2_0,35.0787522194456
x25887_2_0,29.8959562877556
x25888_2_0,32.70539322776
x25889_2_0,39.5638537116966
x25890_2_0,28.1880155836754
x25891_2_0,24.7307689330972
x25892_2_0,31.1210304098668
x25893_2_0,21.317976684337
x25894_2_0_1,25.3873299606616
x25895_2_0,30.092680003486
x25896_2_0,28.314780439829
x25897_2_0,31.0071896930929
x25898_2_0,13.9186465739068
x25899_2_0,30.2498610232148
x25900_2_0,18.8710651947225
x25901_2_0,4.98384553414834
x25902_2_0,25.0653916576933
x25903_2_0,12.227833079026
x25904_2_0,11.0425936613797
x25905_2_0,17.6743969608854
x25906_2_0,13.4181922797873
x25907_2_0,12.0234088827149
